time_s,event_type,uav_id,cluster_id,details
1610,LEAVE,5,1,ok
1625,JOIN,9,2,ok
1635,LEAVE,6,1,ok
1645,JOIN,10,2,ok
1660,LEAVE,7,1,ok
1665,JOIN,11,2,ok
1685,JOIN,0,0,ok
1685,LEAVE,8,2,ok
1705,JOIN,1,0,ok
1710,LEAVE,9,2,ok
1725,JOIN,2,0,ok
1735,LEAVE,10,2,ok
1745,JOIN,3,0,ok
1760,LEAVE,11,2,ok
1765,JOIN,4,1,ok
1785,JOIN,5,1,ok
1785,LEAVE,0,0,ok
1805,JOIN,6,1,ok
1810,LEAVE,1,0,ok
1825,JOIN,7,1,ok
1835,LEAVE,2,0,ok
1845,JOIN,8,2,ok
1860,LEAVE,3,0,ok
1865,JOIN,9,2,ok
1885,JOIN,10,2,ok
1885,LEAVE,4,1,ok
1905,JOIN,11,2,ok
1910,LEAVE,5,1,ok
1925,JOIN,0,0,ok
1935,LEAVE,6,1,ok
1945,JOIN,1,0,ok
1960,LEAVE,7,1,ok
1965,JOIN,2,0,ok
1985,JOIN,3,0,ok
1985,LEAVE,8,2,ok
2005,JOIN,4,1,ok
2010,LEAVE,9,2,ok
2025,JOIN,5,1,ok
2035,LEAVE,10,2,ok
2045,JOIN,6,1,ok
2060,LEAVE,11,2,ok
2065,JOIN,7,1,ok
2085,JOIN,8,2,ok
2085,LEAVE,0,0,ok
2105,JOIN,9,2,ok
2110,LEAVE,1,0,ok
2125,JOIN,10,2,ok
2135,LEAVE,2,0,ok
2145,JOIN,11,2,ok
2160,LEAVE,3,0,ok
2165,JOIN,0,0,ok
2185,JOIN,1,0,ok
2185,LEAVE,4,1,ok
2205,JOIN,2,0,ok
2210,LEAVE,5,1,ok
2225,JOIN,3,0,ok
2235,LEAVE,6,1,ok
2245,JOIN,4,1,ok
2260,LEAVE,7,1,ok
2265,JOIN,5,1,ok
2285,JOIN,6,1,ok
2285,LEAVE,8,2,ok
2305,JOIN,7,1,ok
2310,LEAVE,9,2,ok
2325,JOIN,8,2,ok
2335,LEAVE,10,2,ok
2345,JOIN,9,2,ok
2360,LEAVE,11,2,ok
2365,JOIN,10,2,ok
2385,JOIN,11,2,ok
2385,LEAVE,0,0,ok
2405,JOIN,0,0,ok
2410,LEAVE,1,0,ok
2425,JOIN,1,0,ok
2435,LEAVE,2,0,ok
2445,JOIN,2,0,ok
2460,LEAVE,3,0,ok
2465,JOIN,3,0,ok
2485,JOIN,4,1,ok
2485,LEAVE,4,1,ok
2505,JOIN,5,1,ok
2510,LEAVE,5,1,ok
2525,JOIN,6,1,ok
2535,LEAVE,6,1,ok
2545,JOIN,7,1,ok
2560,LEAVE,7,1,ok
2565,JOIN,8,2,ok
2585,JOIN,9,2,ok
2585,LEAVE,8,2,ok
2605,JOIN,10,2,ok
2610,LEAVE,9,2,ok
2625,JOIN,11,2,ok
2635,LEAVE,10,2,ok
2645,JOIN,0,0,ok
2660,LEAVE,11,2,ok
2665,JOIN,1,0,ok
2685,JOIN,2,0,ok
2685,LEAVE,0,0,ok
2705,JOIN,3,0,ok
2710,LEAVE,1,0,ok
2725,JOIN,4,1,ok
2735,LEAVE,2,0,ok
2745,JOIN,5,1,ok
2760,LEAVE,3,0,ok
2765,JOIN,6,1,ok
2785,JOIN,7,1,ok
2785,LEAVE,4,1,ok
2805,JOIN,8,2,ok
2810,LEAVE,5,1,ok
2825,JOIN,9,2,ok
2835,LEAVE,6,1,ok
2845,JOIN,10,2,ok
2860,LEAVE,7,1,ok
2865,JOIN,11,2,ok
2885,JOIN,0,0,ok
2885,LEAVE,8,2,ok
2905,JOIN,1,0,ok
2910,LEAVE,9,2,ok
2925,JOIN,2,0,ok
2935,LEAVE,10,2,ok
2945,JOIN,3,0,ok
2960,LEAVE,11,2,ok
2965,JOIN,4,1,ok
2985,JOIN,5,1,ok
2985,LEAVE,0,0,ok
